x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,y
-2.50919762305275,9.014286128198322,4.639878836228101,1.973169683940732,-6.87962719115127,-6.880109593275947,-8.83832775663601,7.323522915498703,2.0223002348641756,4.161451555920909,-9.588310114083951,9.398197043239886,6.648852816008436,-5.753217786434477,-6.363500655857988,-6.331909802931324,-3.9151551408092455,0.49512863264475726,-1.3610996271576852,-4.175417196039161,2.23705789444759,38.44631364064197
-7.210122786959163,-4.157107029295637,-2.672763134126166,-0.8786003156592805,5.703519227860273,-6.006524356832806,0.28468876827223255,1.8482913772408498,-9.070991745600045,2.1508970380287664,-6.58951752625417,-8.69896814029441,8.977710745066666,9.312640661491187,6.167946962329221,-3.9077246165325867,-8.046557719872322,3.6846605302431374,-1.196950125207973,-7.5592353031044235,-0.09646179777459629,12.794101302292553
-9.312229577695632,8.186408041575643,-4.824400367999662,3.2504456870796403,-3.7657784782117805,0.40136042355621626,0.934205586865593,-6.302910889489459,9.391692555291172,5.502656467222291,8.789978831283783,7.896547008552975,1.9579995762217024,8.437484700462335,-8.23014995896161,-6.080342751617096,-9.09545422178924,-3.4933933847347127,-2.2264542062103594,-4.573019364522082,6.574750183038589,31.74168366914425
-2.864933466128214,-4.381309806252385,0.8539216631649698,-7.181515500504747,6.043939615080795,-8.508987126404584,9.737738732010346,5.4448953859331475,-6.025686369316552,-9.889557657527952,6.309228569096682,4.137146876952343,4.580143360819747,5.425406933718914,-8.519106965318192,-2.8306854291145473,-7.682618809497406,7.262068517511871,2.4659625365511584,-3.3820395029470163,-8.728832994279527,6.3895706272991095
-3.780353565686756,-3.496333559465059,4.5921235667612805,2.751149427104263,7.744254851526531,-0.5557014967610137,-7.608115081233966,4.264895744459899,5.215700972337949,1.2255439513899251,5.419343599091221,-0.12408807271218514,0.4546565876398816,-1.4491796328290079,-9.491617465118097,-7.842171460133911,-9.371416286265315,2.7282082252756084,-3.712880378473466,0.1714138232940563,8.151329478521859,16.003422036597758
-5.014155417022501,-1.7923415392874062,5.1110227708609735,-5.424036690167551,-8.46040180342414,-4.204970941724639,-6.775574254919912,8.59395304685146,6.162407591288339,2.6680751302084698,7.429211803754356,6.073441537982291,-6.268598822279284,7.851179969799556,0.786844838313014,6.148803103281249,7.921825998469863,-3.6399305005627225,-7.798961509446465,-5.441296749161166,-1.4578442274748742,13.261064278212702
6.360295318449861,7.214611665126867,-9.860957389376185,0.21494605155131552,-1.6517799370244202,-5.557843790585395,-7.6026926533263435,-3.247696571927441,8.858194078250385,-3.5359413595848954,0.3758124348673224,4.060379177903556,-2.7274079524141204,9.435641654419214,9.248945898842223,-4.964354083492717,-0.0550298821522901,-3.982433803664607,-4.303190112450648,-9.262261052909345,2.191286679597937,-3.406728741503874
0.0535804645772302,-8.970424975000213,-4.427070715267771,8.165317719333075,-5.208762186660552,-7.102102558175538,-0.21094479444873926,9.713009082212015,-5.158894569769991,3.442710948117572,5.232392306574351,-5.247249120152007,4.5643269722371915,-2.644337345614936,2.646116611871589,2.6705942152178945,0.71549368149517,-8.194204598911835,6.70604991178476,-3.5843987005652833,-6.269629792002915,28.56742850533193
-9.184497168904722,1.8178588637648367,3.551287236845649,-9.668243421442877,0.24186116598562002,-5.470084496041241,2.9034558081889976,-6.512671419900171,3.81875476204932,-2.265293073989252,8.73459977473469,-7.249581117080135,-3.17867297899483,-7.730529575188219,8.493872365571256,7.5467870676196185,-4.841167445696888,3.19968092068358,6.344444004024318,1.104016231989247,0.5930115671201293,29.298422703936662
-5.162954181990966,-8.137944643882015,7.944315159066534,8.008361143266608,2.6620291454653593,-3.219404179025986,-3.015808507746782,4.519113577404788,7.942205199051543,7.741728485302346,5.597510917152476,2.8406329230857548,-8.317200700099024,-6.767425718107725,7.971083770541586,2.128581193191799,-9.816058967667407,-7.9705691426793575,3.2700353821611152,-9.898768323075625,-6.783838971650027,11.479297079364555
0.9746757873317229,3.837903953853864,3.0392251900520115,-5.514613810788804,4.243584426950717,-5.255018250063999,-3.4920060368146455,4.929828102360483,2.992657980944294,6.984468209883559,3.152257846006867,1.3661720667094315,-8.12650464343815,-2.645683938811329,-4.695952646365491,-5.1202071324183285,9.460211095048912,-2.138045506664792,7.8409311035422675,2.622772519945258,5.896226070832968,21.085370490864538
0.0527418621038418,1.5380776925271817,-0.14964612362272156,-6.09514024403911,4.4490423052301065,-4.384552751182884,-9.513680671370924,2.9094459181433567,-6.457786411859021,8.809171687058285,9.078571540051747,8.29728780440897,-2.5968259948911125,-9.690867669422651,8.566371251754507,-1.4363170336537134,9.333096380873393,9.272399541785056,7.060189109347203,-4.111022158608286,-2.298045427961495,97.71893910139633
7.022733430337137,-3.661559896874447,-6.61014506627815,1.1360252491670035,8.72309548321562,3.9205959334994596,1.4012234017872984,-8.05647012458463,2.3001445339833957,9.801077002085265,-7.19831969526952,0.3665930472747352,7.5474614385591074,4.815372355084088,3.9403148199053604,4.049681679742186,-2.8101769756048967,-4.128163114710133,6.187223109570272,6.202267893583617,7.341446371602075,78.18585673260775
8.264811051129428,0.22684797721875682,0.030325893743992083,5.965903579335503,2.999278615555303,4.039337545154067,5.91585338872202,7.8001068363513255,-3.240096862969284,-2.48834094720112,-8.12036120318262,1.5656028199234804,-9.281154524065158,-0.6880396373507978,0.8528926941515316,-4.269174957434312,1.816665211380215,-9.389995001219011,-9.253036225015713,6.452011213193167,-2.7961871717747417,10.981451821630195
